 1  50000.0
 2  50000.0
 3  50000.0
 4  50000.0
 5  50000.0
 6  50000.0
 7  50000.0
 8  50000.0
 9  50000.0
 10  50000.0
 11  50000.0
 12  50000.0
 13  50000.0
 14  50000.0
 15  50000.0
 16  50000.0
 17  50000.0
 18  50000.0
 19  50000.0
 20  50000.0
 21  50000.0
 22  50000.0
 23  50000.0
 24  50000.0
 25  50000.0
 26  50000.0
 27  50000.0
 28  50000.0
 29  50000.0
 30  50000.0
 31  50000.0
 32  50000.0
 33  50000.0
 34  50000.0
 35  50000.0
 36  50000.0
 37  50000.0
 38  50000.0
 39  50000.0
 40  50000.0
 41  50000.0
 42  50000.0
 43  50000.0
 44  50000.0
 45  50000.0
 46  50000.0
 47  50000.0
 48  50000.0
 49  50000.0
 50  50000.0
 51  50000.0
 52  50000.0
 53  50000.0
 54  50000.0
 55  50000.0
 56  50000.0
